26, 35
-88, 75
90, 17
-96, 88
82, 94
47, 48
40, 52
-11, 89
79, 85
28, 96
-40, 34
61, 53
84, 87
-89, 97
-56, 13
-9, 73
37, 86
50, 77
-71, 33
-6, 88
92, 96
61, 65
-15, 13
-52, 100
-66, 92
62, 77
74, 43
-100, 51
-68, 50
-99, 67
-77, 21
13, 55
-4, 86
-8, 57
-90, 74
53, 87
-29, 95
-96, 82
-50, 79
-5, 27
-99, 27
-38, 74
-5, 98
79, 72
99, 39
78, 97
38, 59
-68, 14
-21, 54
73, 45
35, 47
43, 28
-77, 84
-18, 86
-95, 59
-9, 59
33, 77
-39, 61
24, 48
-65, 68
83, 20
-41, 68
-77, 46
-98, 18
-75, 78
-6, 64
71, 10
-34, 70
-27, 75
29, 99
-43, 0
89, 8
43, 52
84, 43
-14, 82
-31, 59
32, 11
72, 80
52, 37
-14, 66
21, 93
-10, 90
29, 89
35, 51
72, 68
20, 44
-64, 74
-45, 80
94, 15
-63, 43
41, 51
33, 66
81, 88
93, 38
-63, 17
84, 17
-20, 75
52, 89
-4, 29
77, 45
68, 6
48, 33
25, 23
-100, 79
-42, 57
-1, 52
-14, 0
-26, 31
-82, 100
-83, 34
-82, 87
99, 47
-99, 58
-26, 36
-8, 47
24, 75
-74, 39
-19, 76
-5, 4
-45, 27
-20, 94
92, 30
-76, 0
-95, 38
-94, 37
-97, 24
-53, 58
-61, 33
51, 88
87, 61
54, 67
-60, 15
-42, 80
-97, 82
-78, 80
-13, 28
-92, 35
-15, 17
11, 78
-60, 15
36, 59
-89, 51
93, 14
6, 79
38, 2
-62, 83
-81, 63
-58, 25
84, 4
31, 80
-95, 48
-47, 55
-90, 2
-1, 42
24, 57
63, 92
28, 6
-73, 48
-28, 83
-62, 88
14, 16
-71, 78
85, 100
27, 25
54, 25
4, 95
11, 64
-10, 17
-34, 75
-33, 65
-91, 14
64, 58
-82, 18
29, 72
-50, 8
80, 38
96, 26
-56, 57
-14, 72
37, 83
-68, 27
91, 91
-1, 21
-88, 10
-48, 71
-6, 2
37, 58
60, 29
-12, 5
-59, 75
-28, 22
13, 27
92, 89
98, 59
-97, 99
52, 44
-52, 56
30, 50
94, 84
78, 84
-60, 5
-30, 95
8, 69
-97, 74
-74, 41
12, 88
26, 85
-28, 14
22, 61
3, 88
29, 29
0, 80
-79, 84
45, 10
20, 55
-48, 54
-81, 57
68, 21
100, 53
94, 39
54, 78
13, 56
80, 71
-22, 41
-14, 91
1, 82
-36, 57
86, 3
-1, 47
21, 23
-79, 100
29, 61
-94, 54
-86, 19
-83, 96
-7, 51
76, 6
-85, 62
-58, 100
67, 40
-59, 75
60, 84
95, 53
-25, 22
95, 25
14, 53
-46, 80
-73, 71
45, 68
-57, 98
-64, 79
71, 75
74, 12
-71, 7
90, 86
39, 32
87, 35
60, 22
86, 63
47, 14
53, 97
91, 53
-91, 39
41, 42
3, 72
50, 26
23, 65
-13, 31
-32, 21
40, 2
-68, 71
-69, 49
-92, 41
-29, 49
36, 90
81, 40
40, 62
54, 71
39, 56
25, 89
-96, 92
-90, 52
-18, 96
-16, 5
55, 69
69, 40
-36, 24
-87, 75
93, 86
-48, 100
1, 49
7, 22
39, 81
79, 64
10, 84
-85, 16
31, 6
-2, 5
-34, 12
31, 0
21, 83
-53, 84
-51, 80
74, 20
-37, 37
-2, 89
44, 75
13, 82
89, 73
56, 25
42, 77
-69, 94
2, 93
-78, 38
0, 14
40, 87
-72, 34
-49, 15
88, 38
52, 52
79, 67
-50, 79
-3, 38
-8, 0
-9, 100
9, 9
-80, 59
49, 72
-37, 98
49, 49
53, 59
55, 14
-66, 54
-91, 69
85, 17
-44, 66
6, 68
68, 34
86, 41
63, 98
66, 4
-82, 18
77, 62
-96, 79
-68, 48
-14, 51
-45, 74
-84, 0
-63, 11
23, 100
25, 44
83, 56
67, 91
12, 12
-79, 86
-36, 53
32, 67
96, 3
75, 66
-83, 23
31, 26
-28, 10
-3, 13
0, 2
44, 59
96, 8
59, 30
43, 86
81, 18
-65, 85
25, 97
-3, 11
-32, 3
-96, 100
11, 86
-16, 73
46, 7
39, 47
-1, 20
-39, 34
32, 6
-39, 1
3, 39
-32, 68
15, 89
61, 85
-30, 87
11, 12
59, 24
86, 36
-54, 5
-17, 18
18, 68
-2, 77
-11, 95
33, 38
49, 89
-54, 72
-61, 6
65, 14
0, 76
8, 89
-55, 40
91, 97
-74, 32
85, 5
-6, 97
52, 41
46, 12
-51, 46
-92, 84
28, 35
-51, 47
